from_id,to_id,quarter,instrument,invested_usd,pledged_usd
B13,P023,2026Q2,debt,10641000,3414000
B13,P023,2026Q3,debt,10991000,3063000
B13,P023,2026Q4,debt,10966000,3088000
I012,P024,2025Q2,equity,1650000,4250000
I012,P024,2025Q3,equity,1626000,4267000
I012,P024,2025Q4,equity,1690000,4222000
I012,P024,2026Q1,equity,1672000,4235000
I012,P024,2026Q2,equity,1643000,4255000
I012,P024,2026Q3,equity,1662000,4241000
I012,P024,2026Q4,equity,1655000,4247000
I055,P024,2024Q3,equity,1183000,2836000
I055,P024,2024Q4,equity,1974000,2045000
I055,P024,2025Q1,equity,2429000,1589000
I055,P024,2025Q2,equity,2414000,1124000
I055,P024,2025Q3,equity,2380000,1147000
I055,P024,2025Q4,equity,2442000,1103000
I055,P024,2026Q1,equity,2488000,1071000
I055,P024,2026Q2,equity,2426000,1115000
I055,P024,2026Q3,equity,2584000,1004000
I055,P024,2026Q4,equity,2504000,1060000
I004,P024,2024Q2,equity,820000,2941000
I004,P024,2024Q3,equity,1371000,2390000
I004,P024,2024Q4,equity,1625000,2137000
I004,P024,2025Q1,equity,1765000,1997000
I004,P024,2025Q2,equity,1843000,1343000
I004,P024,2025Q3,equity,1881000,1317000
I004,P024,2025Q4,equity,1866000,1327000
I004,P024,2026Q1,equity,1870000,1324000
I004,P024,2026Q2,equity,1909000,1297000
I004,P024,2026Q3,equity,1874000,1321000
I004,P024,2026Q4,equity,1890000,1310000
B07,P024,2025Q1,debt,10548000,16620000
B07,P024,2025Q2,debt,5644000,15067000
B07,P024,2025Q3,debt,5956000,14848000
B07,P024,2025Q4,debt,5782000,14970000
B07,P024,2026Q1,debt,5698000,15029000
B07,P024,2026Q2,debt,5698000,15029000
B07,P024,2026Q3,debt,5695000,15031000
B07,P024,2026Q4,debt,5688000,15036000
I021,P025,2024Q4,equity,3934000,8096000
I021,P025,2025Q1,equity,6617000,5414000
I021,P025,2025Q2,equity,8193000,3837000
I021,P025,2025Q3,equity,9550000,2481000
I021,P025,2025Q4,equity,10072000,1958000
I021,P025,2026Q1,equity,10497000,1534000
I021,P025,2026Q2,equity,10554000,1476000
I021,P025,2026Q3,equity,10861000,1170000
I021,P025,2026Q4,equity,11078000,953000
I020,P025,2025Q3,equity,2248000,4326000
I020,P025,2025Q4,equity,3623000,2951000
I020,P025,2026Q1,equity,4628000,1945000
I020,P025,2026Q2,equity,5106000,1468000
I020,P025,2026Q3,equity,5558000,1015000
I020,P025,2026Q4,equity,5649000,924000
B09,P025,2024Q3,debt,10987000,16493000
B09,P025,2024Q4,debt,16593000,10887000
B09,P025,2025Q1,debt,19270000,8210000
B09,P025,2025Q2,debt,15683000,11797000
B09,P025,2025Q3,debt,17095000,10385000
B09,P025,2025Q4,debt,18132000,9348000
B09,P025,2026Q1,debt,19529000,7951000
B09,P025,2026Q2,debt,20133000,7347000
B09,P025,2026Q3,debt,20205000,7275000
B09,P025,2026Q4,debt,21240000,6240000
B03,P025,2025Q2,debt,1898000,7154000
B03,P025,2025Q3,debt,3304000,5749000
B03,P025,2025Q4,debt,4515000,4537000
B03,P025,2026Q1,debt,5212000,3840000
B03,P025,2026Q2,debt,5630000,3422000
B03,P025,2026Q3,debt,6106000,2946000
B03,P025,2026Q4,debt,6382000,2670000
I001,P026,2025Q3,equity,4692000,9427000
I001,P026,2025Q4,equity,7818000,6302000
I001,P026,2026Q1,equity,9699000,4420000
I001,P026,2026Q2,equity,11062000,3057000
I001,P026,2026Q3,equity,12064000,2055000
I001,P026,2026Q4,equity,12222000,1897000
B01,P026,2024Q1,debt,9347000,10962000
B01,P026,2024Q2,debt,14383000,5925000
B01,P026,2024Q3,debt,16537000,3772000
B01,P026,2024Q4,debt,17759000,2549000
B01,P026,2025Q1,debt,18288000,2020000
B01,P026,2025Q2,debt,16824000,3484000
B01,P026,2025Q3,debt,16120000,4188000
B01,P026,2025Q4,debt,17306000,3002000
B01,P026,2026Q1,debt,17853000,2455000
B01,P026,2026Q2,debt,17872000,2437000
B01,P026,2026Q3,debt,18706000,1603000
B01,P026,2026Q4,debt,18837000,1472000
B11,P026,2025Q2,debt,2566000,7656000
B11,P026,2025Q3,debt,4452000,5769000
B11,P026,2025Q4,debt,5824000,4398000
B11,P026,2026Q1,debt,6828000,3393000
B11,P026,2026Q2,debt,7542000,2679000
B11,P026,2026Q3,debt,8146000,2076000
B11,P026,2026Q4,debt,8622000,1599000
I001,P027,2025Q2,equity,6046000,13436000
I001,P027,2025Q3,equity,9937000,9544000
I001,P027,2025Q4,equity,12228000,7254000
I001,P027,2026Q1,equity,14525000,4957000
I001,P027,2026Q2,equity,15379000,4103000
I001,P027,2026Q3,equity,16117000,3365000
I001,P027,2026Q4,equity,15904000,3578000
B02,P027,2025Q1,debt,15337000,16198000
B02,P027,2025Q2,debt,14464000,17071000
B02,P027,2025Q3,debt,19176000,12359000
B02,P027,2025Q4,debt,21657000,9878000
B02,P027,2026Q1,debt,24189000,7345000
B02,P027,2026Q2,debt,26276000,5259000
B02,P027,2026Q3,debt,29009000,2526000
B02,P027,2026Q4,debt,28530000,3004000
I045,P028,2025Q2,equity,1847000,4002000
I045,P028,2025Q3,equity,3002000,2848000
I045,P028,2025Q4,equity,3686000,2164000
I045,P028,2026Q1,equity,4041000,1808000
I045,P028,2026Q2,equity,4512000,1337000
I045,P028,2026Q3,equity,4469000,1380000
I045,P028,2026Q4,equity,4879000,970000
I055,P028,2025Q3,equity,15150000,29444000
I055,P028,2025Q4,equity,26021000,18574000
I055,P028,2026Q1,equity,33131000,11463000
I055,P028,2026Q2,equity,36676000,7918000
I055,P028,2026Q3,equity,40060000,4534000
I055,P028,2026Q4,equity,40481000,4113000
B05,P028,2024Q4,mezzanine,53263000,90534000
B05,P028,2025Q1,mezzanine,87083000,56715000
B05,P028,2025Q2,mezzanine,68078000,75719000
B05,P028,2025Q3,mezzanine,81411000,62386000
B05,P028,2025Q4,mezzanine,95302000,48495000
B05,P028,2026Q1,mezzanine,100023000,43774000
B05,P028,2026Q2,mezzanine,109346000,34452000
B05,P028,2026Q3,mezzanine,114290000,29507000
B05,P028,2026Q4,mezzanine,114775000,29022000
I031,P029,2025Q4,equity,3069000,7053000
I031,P029,2026Q1,equity,5223000,4899000
I031,P029,2026Q2,equity,6344000,3778000
I031,P029,2026Q3,equity,6823000,3299000
I031,P029,2026Q4,equity,7102000,3019000
I035,P029,2025Q1,equity,9931000,22362000
I035,P029,2025Q2,equity,15998000,16295000
I035,P029,2025Q3,equity,20464000,11828000
I035,P029,2025Q4,equity,22148000,10145000
I035,P029,2026Q1,equity,24332000,7961000
I035,P029,2026Q2,equity,25621000,6672000
I035,P029,2026Q3,equity,25621000,6672000
I035,P029,2026Q4,equity,26048000,6245000
I034,P029,2025Q4,equity,657000,1492000
I034,P029,2026Q1,equity,1078000,1071000
I034,P029,2026Q2,equity,1331000,818000
I034,P029,2026Q3,equity,1529000,619000
I034,P029,2026Q4,equity,1593000,556000
B02,P029,2024Q4,debt,5780000,6134000
B02,P029,2025Q1,debt,9237000,2676000
B02,P029,2025Q2,debt,7123000,4791000
B02,P029,2025Q3,debt,8353000,3561000
B02,P029,2025Q4,debt,9341000,2573000
B02,P029,2026Q1,debt,10026000,1887000
B02,P029,2026Q2,debt,10413000,1501000
B02,P029,2026Q3,debt,10842000,1072000
B02,P029,2026Q4,debt,11093000,821000
B03,P029,2025Q2,debt,10770000,34210000
B03,P029,2025Q3,debt,20288000,24692000
B03,P029,2025Q4,debt,25497000,19483000
B03,P029,2026Q1,debt,30314000,14666000
B03,P029,2026Q2,debt,32258000,12722000
B03,P029,2026Q3,debt,35178000,9803000
B03,P029,2026Q4,debt,36719000,8261000
I005,P030,2024Q2,equity,582000,1566000
I005,P030,2024Q3,equity,915000,1233000
I005,P030,2024Q4,equity,1173000,975000
I005,P030,2025Q1,equity,1285000,863000
I005,P030,2025Q2,equity,1383000,766000
I005,P030,2025Q3,equity,1448000,701000
I005,P030,2025Q4,equity,1531000,617000
I005,P030,2026Q1,equity,1460000,689000
I005,P030,2026Q2,equity,1492000,656000
I005,P030,2026Q3,equity,1482000,666000
I005,P030,2026Q4,equity,1515000,633000
I045,P030,2025Q2,equity,1293000,4537000
I045,P030,2025Q3,equity,2156000,3674000
I045,P030,2025Q4,equity,2621000,3209000
I045,P030,2026Q1,equity,3015000,2815000
I045,P030,2026Q2,equity,3377000,2452000
I045,P030,2026Q3,equity,3467000,2363000
I045,P030,2026Q4,equity,3542000,2288000
B09,P030,2024Q2,debt,4252000,7620000
B09,P030,2024Q3,debt,6294000,5578000
B09,P030,2024Q4,debt,7391000,4481000
B09,P030,2025Q1,debt,8088000,3784000
B09,P030,2025Q2,debt,6954000,4918000
B09,P030,2025Q3,debt,7449000,4423000
B09,P030,2025Q4,debt,7766000,4106000
B09,P030,2026Q1,debt,7809000,4063000
B09,P030,2026Q2,debt,8117000,3755000
B09,P030,2026Q3,debt,8197000,3675000
B09,P030,2026Q4,debt,8316000,3556000
B05,P030,2025Q2,mezzanine,448000,2617000
B05,P030,2025Q3,mezzanine,828000,2237000
B05,P030,2025Q4,mezzanine,1149000,1915000
B05,P030,2026Q1,mezzanine,1313000,1752000
B05,P030,2026Q2,mezzanine,1515000,1550000
B05,P030,2026Q3,mezzanine,1661000,1404000
B05,P030,2026Q4,mezzanine,1784000,1280000
I030,P031,2025Q3,equity,299000,572000
I030,P031,2025Q4,equity,512000,359000
I030,P031,2026Q1,equity,640000,231000
I030,P031,2026Q2,equity,719000,153000
I030,P031,2026Q3,equity,749000,122000
I030,P031,2026Q4,equity,797000,75000
I047,P031,2025Q1,equity,3930000,9098000
I047,P031,2025Q2,equity,6758000,6270000
I047,P031,2025Q3,equity,8103000,4925000
I047,P031,2025Q4,equity,8896000,4132000
I047,P031,2026Q1,equity,9802000,3226000
I047,P031,2026Q2,equity,9908000,3120000
I047,P031,2026Q3,equity,10199000,2829000
I047,P031,2026Q4,equity,10398000,2630000
B08,P031,2024Q2,mezzanine,11711000,23064000
B08,P031,2024Q3,mezzanine,19195000,15581000
B08,P031,2024Q4,mezzanine,23284000,11491000
B08,P031,2025Q1,mezzanine,25768000,9008000
B08,P031,2025Q2,mezzanine,19656000,15120000
B08,P031,2025Q3,mezzanine,21746000,13029000
B08,P031,2025Q4,mezzanine,23605000,11170000
B08,P031,2026Q1,mezzanine,24350000,10426000
B08,P031,2026Q2,mezzanine,25452000,9323000
B08,P031,2026Q3,mezzanine,26567000,8208000
B08,P031,2026Q4,mezzanine,26733000,8043000
I038,P032,2025Q2,equity,1813000,3836000
I038,P032,2025Q3,equity,2868000,2781000
I038,P032,2025Q4,equity,3677000,1972000
I038,P032,2026Q1,equity,4093000,1556000
I038,P032,2026Q2,equity,4211000,1438000
I038,P032,2026Q3,equity,4424000,1226000
I038,P032,2026Q4,equity,4564000,1085000
B10,P032,2025Q2,debt,1041000,3752000
B10,P032,2025Q3,debt,1829000,2964000
B10,P032,2025Q4,debt,2426000,2367000
B10,P032,2026Q1,debt,2879000,1914000
B10,P032,2026Q2,debt,3128000,1665000
B10,P032,2026Q3,debt,3299000,1494000
B10,P032,2026Q4,debt,3343000,1450000
B13,P032,2025Q1,debt,1123000,1602000
B13,P032,2025Q2,debt,1046000,1679000
B13,P032,2025Q3,debt,1420000,1305000
B13,P032,2025Q4,debt,1636000,1089000
B13,P032,2026Q1,debt,1795000,930000
B13,P032,2026Q2,debt,1856000,869000
B13,P032,2026Q3,debt,1963000,762000
B13,P032,2026Q4,debt,2046000,679000
I057,P033,2025Q4,equity,2117000,4670000
I057,P033,2026Q1,equity,3557000,3230000
I057,P033,2026Q2,equity,4427000,2359000
I057,P033,2026Q3,equity,4845000,1941000
I057,P033,2026Q4,equity,5436000,1351000
I044,P033,2024Q3,equity,453000,1568000
I044,P033,2024Q4,equity,767000,1254000
I044,P033,2025Q1,equity,964000,1057000
I044,P033,2025Q2,equity,1101000,920000
I044,P033,2025Q3,equity,1150000,871000
I044,P033,2025Q4,equity,1227000,794000
I044,P033,2026Q1,equity,1243000,778000
I044,P033,2026Q2,equity,1226000,795000
I044,P033,2026Q3,equity,1236000,785000
I044,P033,2026Q4,equity,1309000,712000
B13,P033,2025Q4,debt,567000,1890000
B13,P033,2026Q1,debt,964000,1493000
B13,P033,2026Q2,debt,1290000,1167000
B13,P033,2026Q3,debt,1499000,958000
B13,P033,2026Q4,debt,1647000,810000
B09,P033,2024Q4,debt,5488000,8867000
B09,P033,2025Q1,debt,8023000,6331000
B09,P033,2025Q2,debt,6391000,7963000
B09,P033,2025Q3,debt,7447000,6908000
B09,P033,2025Q4,debt,8398000,5956000
B09,P033,2026Q1,debt,8645000,5709000
B09,P033,2026Q2,debt,9506000,4849000
B09,P033,2026Q3,debt,9504000,4851000
B09,P033,2026Q4,debt,9991000,4363000
I048,P034,2025Q1,equity,1304000,4596000
I048,P034,2025Q2,equity,2147000,3753000
I048,P034,2025Q3,equity,2653000,3247000
I048,P034,2025Q4,equity,3026000,2874000
I048,P034,2026Q1,equity,3376000,2523000
I048,P034,2026Q2,equity,3486000,2413000
I048,P034,2026Q3,equity,3505000,2394000
I048,P034,2026Q4,equity,3535000,2364000
I033,P034,2024Q4,equity,1296000,4376000
I033,P034,2025Q1,equity,2040000,3632000
I033,P034,2025Q2,equity,2586000,3086000
I033,P034,2025Q3,equity,2812000,2860000
I033,P034,2025Q4,equity,3198000,2474000
I033,P034,2026Q1,equity,3396000,2276000
I033,P034,2026Q2,equity,3352000,2320000
I033,P034,2026Q3,equity,3256000,2416000
I033,P034,2026Q4,equity,3477000,2195000
I024,P034,2024Q3,equity,3350000,7721000
I024,P034,2024Q4,equity,5513000,5558000
I024,P034,2025Q1,equity,7061000,4009000
I024,P034,2025Q2,equity,7898000,3172000
I024,P034,2025Q3,equity,8340000,2731000
I024,P034,2025Q4,equity,8667000,2403000
I024,P034,2026Q1,equity,9034000,2037000
I024,P034,2026Q2,equity,9082000,1988000
I024,P034,2026Q3,equity,9045000,2025000
I024,P034,2026Q4,equity,9248000,1823000
B08,P034,2025Q3,mezzanine,2358000,13616000
B08,P034,2025Q4,mezzanine,4119000,11855000
B08,P034,2026Q1,mezzanine,5834000,10140000
B08,P034,2026Q2,mezzanine,6516000,9458000
B08,P034,2026Q3,mezzanine,7752000,8222000
B08,P034,2026Q4,mezzanine,8450000,7524000
B04,P034,2024Q4,debt,6280000,11238000
B04,P034,2025Q1,debt,9476000,8042000
B04,P034,2025Q2,debt,7775000,9743000
B04,P034,2025Q3,debt,8783000,8735000
B04,P034,2025Q4,debt,9979000,7539000
B04,P034,2026Q1,debt,10600000,6918000
B04,P034,2026Q2,debt,10687000,6830000
B04,P034,2026Q3,debt,11872000,5646000
B04,P034,2026Q4,debt,11370000,6147000
I047,P035,2025Q3,equity,10460000,22162000
I047,P035,2025Q4,equity,17091000,15531000
I047,P035,2026Q1,equity,21007000,11615000
I047,P035,2026Q2,equity,24303000,8319000
I047,P035,2026Q3,equity,24823000,7798000
I047,P035,2026Q4,equity,26682000,5940000
B16,P035,2024Q2,debt,7136000,7523000
B16,P035,2024Q3,debt,10654000,4004000
B16,P035,2024Q4,debt,12688000,1970000
B16,P035,2025Q1,debt,13754000,904000
B16,P035,2025Q2,debt,11290000,3368000
B16,P035,2025Q3,debt,12360000,2298000
B16,P035,2025Q4,debt,12768000,1890000
B16,P035,2026Q1,debt,12947000,1711000
B16,P035,2026Q2,debt,13425000,1234000
B16,P035,2026Q3,debt,13639000,1019000
B16,P035,2026Q4,debt,13694000,964000
B06,P035,2025Q3,debt,17885000,48661000
B06,P035,2025Q4,debt,29814000,36733000
B06,P035,2026Q1,debt,38944000,27602000
B06,P035,2026Q2,debt,47595000,18952000
B06,P035,2026Q3,debt,51391000,15155000
B06,P035,2026Q4,debt,56266000,10280000
I036,P036,2025Q1,equity,9657000,21565000
I036,P036,2025Q2,equity,15175000,16047000
I036,P036,2025Q3,equity,18888000,12334000
I036,P036,2025Q4,equity,22635000,8587000
I036,P036,2026Q1,equity,23638000,7583000
I036,P036,2026Q2,equity,24270000,6952000
I036,P036,2026Q3,equity,24645000,6576000
I036,P036,2026Q4,equity,25261000,5960000
I012,P036,2025Q2,equity,272000,605000
I012,P036,2025Q3,equity,430000,446000
I012,P036,2025Q4,equity,557000,319000
I012,P036,2026Q1,equity,610000,266000
I012,P036,2026Q2,equity,645000,231000
I012,P036,2026Q3,equity,681000,195000
I012,P036,2026Q4,equity,668000,208000
B15,P036,2025Q1,debt,895000,905000
B15,P036,2025Q2,debt,830000,970000
B15,P036,2025Q3,debt,1108000,693000
B15,P036,2025Q4,debt,1229000,572000
B15,P036,2026Q1,debt,1446000,354000
B15,P036,2026Q2,debt,1538000,262000
B15,P036,2026Q3,debt,1626000,175000
B15,P036,2026Q4,debt,1637000,163000
B12,P036,2024Q4,debt,19997000,21344000
B12,P036,2025Q1,debt,31275000,10066000
B12,P036,2025Q2,debt,24634000,16707000
B12,P036,2025Q3,debt,28350000,12991000
B12,P036,2025Q4,debt,31726000,9615000
B12,P036,2026Q1,debt,34749000,6593000
B12,P036,2026Q2,debt,35815000,5526000
B12,P036,2026Q3,debt,37918000,3423000
B12,P036,2026Q4,debt,37131000,4210000
I035,P037,2024Q3,equity,9500000,23237000
I035,P037,2024Q4,equity,16695000,16042000
I035,P037,2025Q1,equity,20650000,12088000
I035,P037,2025Q2,equity,22376000,10362000
I035,P037,2025Q3,equity,24494000,8243000
I035,P037,2025Q4,equity,26062000,6675000
I035,P037,2026Q1,equity,26428000,6309000
I035,P037,2026Q2,equity,26712000,6025000
I035,P037,2026Q3,equity,27494000,5244000
I035,P037,2026Q4,equity,26682000,6056000
I041,P037,2025Q1,equity,22071000,43444000
I041,P037,2025Q2,equity,35960000,29555000
I041,P037,2025Q3,equity,44782000,20733000
I041,P037,2025Q4,equity,50932000,14584000
I041,P037,2026Q1,equity,54545000,10971000
I041,P037,2026Q2,equity,55643000,9873000
I041,P037,2026Q3,equity,59254000,6262000
I041,P037,2026Q4,equity,58107000,7408000
I033,P037,2024Q1,equity,5845000,13524000
I033,P037,2024Q2,equity,9557000,9812000
I033,P037,2024Q3,equity,12086000,7282000
I033,P037,2024Q4,equity,12949000,6420000
I033,P037,2025Q1,equity,14751000,4618000
I033,P037,2025Q2,equity,14907000,4462000
I033,P037,2025Q3,equity,15884000,3485000
I033,P037,2025Q4,equity,15607000,3762000
I033,P037,2026Q1,equity,15902000,3467000
I033,P037,2026Q2,equity,16633000,2736000
I033,P037,2026Q3,equity,15996000,3373000
I033,P037,2026Q4,equity,16526000,2842000
B03,P037,2025Q2,debt,26124000,76976000
B03,P037,2025Q3,debt,44879000,58221000
B03,P037,2025Q4,debt,59609000,43491000
B03,P037,2026Q1,debt,67744000,35356000
B03,P037,2026Q2,debt,74538000,28562000
B03,P037,2026Q3,debt,80358000,22742000
B03,P037,2026Q4,debt,85482000,17618000
B09,P037,2025Q3,debt,25930000,77713000
B09,P037,2025Q4,debt,45693000,57951000
B09,P037,2026Q1,debt,60462000,43181000
B09,P037,2026Q2,debt,67700000,35943000
B09,P037,2026Q3,debt,75313000,28330000
B09,P037,2026Q4,debt,79476000,24167000
I040,P038,2024Q2,equity,14825000,26248000
I040,P038,2024Q3,equity,24362000,16711000
I040,P038,2024Q4,equity,29314000,11759000
I040,P038,2025Q1,equity,33940000,7133000
I040,P038,2025Q2,equity,36747000,4326000
I040,P038,2025Q3,equity,37738000,3335000
I040,P038,2025Q4,equity,39757000,1316000
I040,P038,2026Q1,equity,41380000,0
I040,P038,2026Q2,equity,39197000,1876000
I040,P038,2026Q3,equity,39389000,1684000
I040,P038,2026Q4,equity,39666000,1408000
B14,P038,2025Q4,debt,15755000,42006000
B14,P038,2026Q1,debt,26954000,30807000
B14,P038,2026Q2,debt,34440000,23321000
B14,P038,2026Q3,debt,40496000,17265000
B14,P038,2026Q4,debt,44065000,13696000
B13,P038,2024Q1,debt,10343000,10825000
B13,P038,2024Q2,debt,15516000,5652000
B13,P038,2024Q3,debt,18388000,2780000
B13,P038,2024Q4,debt,19370000,1798000
B13,P038,2025Q1,debt,19983000,1185000
B13,P038,2025Q2,debt,17579000,3590000
B13,P038,2025Q3,debt,18713000,2455000
B13,P038,2025Q4,debt,19664000,1505000
B13,P038,2026Q1,debt,19715000,1453000
B13,P038,2026Q2,debt,20134000,1034000
B13,P038,2026Q3,debt,19975000,1193000
B13,P038,2026Q4,debt,19943000,1225000
I002,P039,2024Q2,equity,16480000,31584000
I002,P039,2024Q3,equity,26732000,21333000
I002,P039,2024Q4,equity,32308000,15756000
I002,P039,2025Q1,equity,37226000,10839000
I002,P039,2025Q2,equity,40094000,7970000
I002,P039,2025Q3,equity,41448000,6617000
I002,P039,2025Q4,equity,44242000,3823000
I002,P039,2026Q1,equity,44085000,3980000
I002,P039,2026Q2,equity,45322000,2743000
I002,P039,2026Q3,equity,44627000,3437000
I002,P039,2026Q4,equity,44647000,3418000
I059,P039,2024Q1,equity,6377000,14559000
I059,P039,2024Q2,equity,10444000,10492000
I059,P039,2024Q3,equity,12677000,8259000
I059,P039,2024Q4,equity,14528000,6408000
I059,P039,2025Q1,equity,15639000,5298000
I059,P039,2025Q2,equity,16548000,4388000
I059,P039,2025Q3,equity,16996000,3940000
I059,P039,2025Q4,equity,16915000,4021000
I059,P039,2026Q1,equity,17450000,3486000
I059,P039,2026Q2,equity,17336000,3600000
I059,P039,2026Q3,equity,16467000,4469000
I059,P039,2026Q4,equity,17346000,3591000
B08,P039,2025Q3,mezzanine,29703000,119502000
B08,P039,2025Q4,mezzanine,50332000,98872000
B08,P039,2026Q1,mezzanine,70451000,78754000
B08,P039,2026Q2,mezzanine,87388000,61817000
B08,P039,2026Q3,mezzanine,94643000,54561000
B08,P039,2026Q4,mezzanine,105134000,44071000
I018,P040,2025Q1,equity,3024000,7253000
I018,P040,2025Q2,equity,2924000,5148000
I018,P040,2025Q3,equity,2932000,5142000
I018,P040,2025Q4,equity,3008000,5089000
I018,P040,2026Q1,equity,2968000,5117000
I018,P040,2026Q2,equity,2877000,5180000
I018,P040,2026Q3,equity,2891000,5171000
I018,P040,2026Q4,equity,2958000,5124000
B04,P040,2025Q3,debt,878000,2950000
B04,P040,2025Q4,debt,851000,2969000
B04,P040,2026Q1,debt,888000,2943000
B04,P040,2026Q2,debt,863000,2961000
B04,P040,2026Q3,debt,918000,2922000
B04,P040,2026Q4,debt,892000,2940000
B06,P040,2025Q1,debt,3897000,5966000
B06,P040,2025Q2,debt,2041000,5475000
B06,P040,2025Q3,debt,2075000,5452000
B06,P040,2025Q4,debt,2165000,5389000
B06,P040,2026Q1,debt,2216000,5353000
B06,P040,2026Q2,debt,2152000,5397000
B06,P040,2026Q3,debt,2117000,5422000
B06,P040,2026Q4,debt,2103000,5432000
I060,P041,2025Q1,equity,329000,608000
I060,P041,2025Q2,equity,571000,366000
I060,P041,2025Q3,equity,682000,255000
I060,P041,2025Q4,equity,804000,133000
I060,P041,2026Q1,equity,850000,87000
I060,P041,2026Q2,equity,832000,105000
I060,P041,2026Q3,equity,873000,64000
I060,P041,2026Q4,equity,887000,50000
I017,P041,2024Q2,equity,9600000,25654000
I017,P041,2024Q3,equity,16684000,18570000
I017,P041,2024Q4,equity,19225000,16029000
I017,P041,2025Q1,equity,22242000,13012000
I017,P041,2025Q2,equity,24022000,11232000
I017,P041,2025Q3,equity,24742000,10512000
I017,P041,2025Q4,equity,25445000,9810000
I017,P041,2026Q1,equity,25261000,9993000
I017,P041,2026Q2,equity,26119000,9136000
I017,P041,2026Q3,equity,26499000,8755000
I017,P041,2026Q4,equity,26510000,8744000
B01,P041,2024Q1,debt,24845000,32834000
B01,P041,2024Q2,debt,37802000,19877000
B01,P041,2024Q3,debt,43623000,14055000
B01,P041,2024Q4,debt,45894000,11784000
B01,P041,2025Q1,debt,46213000,11465000
B01,P041,2025Q2,debt,40927000,16751000
B01,P041,2025Q3,debt,43225000,14453000
B01,P041,2025Q4,debt,45096000,12582000
B01,P041,2026Q1,debt,45491000,12187000
B01,P041,2026Q2,debt,45831000,11848000
B01,P041,2026Q3,debt,46147000,11532000
B01,P041,2026Q4,debt,46108000,11571000
I034,P042,2025Q1,equity,2879000,9224000
I034,P042,2025Q2,equity,4761000,7342000
I034,P042,2025Q3,equity,6016000,6087000
I034,P042,2025Q4,equity,6651000,5452000
